--------- beginning of kernel
06-14 14:29:05.653     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:29:08.810     0     0 W healthd : battery l=96 v=4182 t=35.0 h=2 st=3 c=-1208892 fc=4411000 cc=102 chg=u
06-14 14:29:17.719     0     0 W healthd : battery l=96 v=4212 t=35.0 h=2 st=3 c=-700945 fc=4411000 cc=102 chg=u
06-14 14:29:18.819     0     0 W healthd : battery l=96 v=4211 t=35.0 h=2 st=3 c=-688493 fc=4411000 cc=102 chg=u
06-14 14:29:25.634     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:29:25.637    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=857 already in list [21:29:25:701] cb=ife idx=0 handle=18388 len=573440,give same addr back
06-14 14:29:25.637    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=858 already in list [21:29:25:701] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:29:25.637    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=859 already in list [21:29:25:702] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:29:25.649     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:29:25.655    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=926 already in list [21:29:25:719] cb=ife idx=0 handle=18388 len=573440,give same addr back
06-14 14:29:25.655    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=927 already in list [21:29:25:719] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:29:25.655    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=928 already in list [21:29:25:719] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:29:25.660     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:10027540 no_crm:4
06-14 14:29:25.661     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:29:25.725 Acquired Single IFE[1] with [9 pix] [0 pd] [0 rdi] ports for ctx:4 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:29:25.661     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 4
